base,outer,inner,k_outer,k_inner,samples,successes,percentage,is_coprime
20,10,2,2,2,1000,0,0.00,false
20,10,3,0,0,1000,0,0.00,false
20,10,3,0,1,1000,0,0.00,false
20,10,3,1,0,1000,0,0.00,false
20,10,3,1,1,1000,0,0.00,false
20,10,3,2,2,1000,0,0.00,false
20,10,4,0,0,1000,0,0.00,false
20,10,4,0,1,1000,0,0.00,false
20,10,4,1,0,1000,0,0.00,false
20,10,4,1,1,1000,0,0.00,false
20,10,4,2,2,1000,0,0.00,false
20,10,5,0,0,1000,0,0.00,false
20,10,5,0,1,1000,0,0.00,false
20,10,5,1,0,1000,0,0.00,false
20,10,5,1,1,1000,0,0.00,false
20,10,5,2,2,1000,0,0.00,false
20,10,6,0,0,1000,0,0.00,false
20,10,6,0,1,1000,0,0.00,false
20,10,6,1,0,1000,0,0.00,false
20,10,6,1,1,1000,0,0.00,false
20,10,6,2,2,1000,0,0.00,false
20,10,7,0,0,1000,0,0.00,false
20,10,7,0,1,1000,0,0.00,false
20,10,7,1,0,1000,0,0.00,false
20,10,7,1,1,1000,0,0.00,false
20,10,7,2,2,1000,0,0.00,false
20,10,8,0,0,1000,0,0.00,false
20,10,8,0,1,1000,0,0.00,false
20,10,8,1,0,1000,0,0.00,false
20,10,8,1,1,1000,0,0.00,false
20,10,8,2,2,1000,0,0.00,false
20,10,9,0,0,1000,0,0.00,false
20,10,9,0,1,1000,0,0.00,false
20,10,9,1,0,1000,0,0.00,false
20,10,9,1,1,1000,0,0.00,false
20,10,9,2,2,1000,0,0.00,false
20,10,11,0,0,1000,0,0.00,false
20,10,11,0,1,1000,0,0.00,false
20,10,11,1,0,1000,0,0.00,false
20,10,11,1,1,1000,0,0.00,false
20,10,11,2,2,1000,0,0.00,false
20,10,12,0,0,1000,0,0.00,false
20,10,12,0,1,1000,0,0.00,false
20,10,12,1,0,1000,0,0.00,false
20,10,12,1,1,1000,0,0.00,false
20,10,12,2,2,1000,0,0.00,false
20,10,13,0,0,1000,0,0.00,false
20,10,13,0,1,1000,0,0.00,false
20,10,13,1,0,1000,0,0.00,false
20,10,13,1,1,1000,0,0.00,false
20,10,13,2,2,1000,0,0.00,false
20,10,14,0,0,1000,0,0.00,false
20,10,14,0,1,1000,0,0.00,false
20,10,14,1,0,1000,0,0.00,false
20,10,14,1,1,1000,0,0.00,false
20,10,14,2,2,1000,0,0.00,false
20,10,15,0,0,1000,0,0.00,false
20,10,15,0,1,1000,0,0.00,false
20,10,15,1,0,1000,0,0.00,false
20,10,15,1,1,1000,0,0.00,false
20,10,15,2,2,1000,0,0.00,false
20,10,16,0,0,1000,0,0.00,false
20,10,16,0,1,1000,0,0.00,false
20,10,16,1,0,1000,0,0.00,false
20,10,16,1,1,1000,0,0.00,false
20,10,16,2,2,1000,0,0.00,false
20,10,17,0,0,1000,0,0.00,false
20,10,17,0,1,1000,0,0.00,false
20,10,17,1,0,1000,0,0.00,false
20,10,17,1,1,1000,0,0.00,false
20,10,17,2,2,1000,0,0.00,false
20,10,18,0,0,1000,0,0.00,false
20,10,18,0,1,1000,0,0.00,false
20,10,18,1,0,1000,0,0.00,false
20,10,18,1,1,1000,0,0.00,false
20,10,18,2,2,1000,0,0.00,false
20,10,19,0,0,1000,0,0.00,false
20,10,19,0,1,1000,0,0.00,false
20,10,19,1,0,1000,0,0.00,false
20,10,19,1,1,1000,0,0.00,false
20,10,19,2,2,1000,0,0.00,false
20,11,1,0,0,1000,176,17.60,true
20,11,1,0,1,1000,113,11.30,true
20,11,1,1,0,1000,116,11.60,true
20,11,1,1,1,1000,85,8.50,true
20,11,1,2,2,1000,80,8.00,true
20,11,2,0,0,1000,176,17.60,false
20,11,2,0,1,1000,112,11.20,false
20,11,2,1,0,1000,116,11.60,false
20,11,2,1,1,1000,97,9.70,false
20,11,2,2,2,1000,70,7.00,false
20,11,3,0,0,1000,171,17.10,true
20,11,3,0,1,1000,133,13.30,true
20,11,3,1,0,1000,122,12.20,true
20,11,3,1,1,1000,105,10.50,true
20,11,3,2,2,1000,60,6.00,true
20,11,4,0,0,1000,163,16.30,false
20,11,4,0,1,1000,121,12.10,false
20,11,4,1,0,1000,116,11.60,false
20,11,4,1,1,1000,93,9.30,false
20,11,4,2,2,1000,66,6.60,false
20,11,5,0,0,1000,180,18.00,false
20,11,5,0,1,1000,132,13.20,false
20,11,5,1,0,1000,116,11.60,false
20,11,5,1,1,1000,93,9.30,false
20,11,5,2,2,1000,63,6.30,false
20,11,6,0,0,1000,173,17.30,false
20,11,6,0,1,1000,127,12.70,false
20,11,6,1,0,1000,120,12.00,false
20,11,6,1,1,1000,95,9.50,false
20,11,6,2,2,1000,58,5.80,false
20,11,7,0,0,1000,167,16.70,true
20,11,7,0,1,1000,114,11.40,true
20,11,7,1,0,1000,117,11.70,true
20,11,7,1,1,1000,107,10.70,true
20,11,7,2,2,1000,60,6.00,true
20,11,8,0,0,1000,176,17.60,false
20,11,8,0,1,1000,126,12.60,false
20,11,8,1,0,1000,111,11.10,false
20,11,8,1,1,1000,92,9.20,false
20,11,8,2,2,1000,72,7.20,false
20,11,9,0,0,1000,174,17.40,true
20,11,9,0,1,1000,124,12.40,true
20,11,9,1,0,1000,119,11.90,true
20,11,9,1,1,1000,89,8.90,true
20,11,9,2,2,1000,70,7.00,true
20,11,10,0,0,1000,187,18.70,false
20,11,10,0,1,1000,116,11.60,false
20,11,10,1,0,1000,116,11.60,false
20,11,10,1,1,1000,91,9.10,false
20,11,10,2,2,1000,66,6.60,false
20,11,12,0,0,1000,176,17.60,false
20,11,12,0,1,1000,116,11.60,false
20,11,12,1,0,1000,128,12.80,false
20,11,12,1,1,1000,89,8.90,false
20,11,12,2,2,1000,60,6.00,false
20,11,13,0,0,1000,158,15.80,true
20,11,13,0,1,1000,118,11.80,true
20,11,13,1,0,1000,116,11.60,true
20,11,13,1,1,1000,98,9.80,true
20,11,13,2,2,1000,62,6.20,true
20,11,14,0,0,1000,166,16.60,false
20,11,14,0,1,1000,111,11.10,false
20,11,14,1,0,1000,108,10.80,false
20,11,14,1,1,1000,82,8.20,false
20,11,14,2,2,1000,66,6.60,false
20,11,15,0,0,1000,169,16.90,false
20,11,15,0,1,1000,139,13.90,false
20,11,15,1,0,1000,132,13.20,false
20,11,15,1,1,1000,105,10.50,false
20,11,15,2,2,1000,73,7.30,false
20,11,16,0,0,1000,175,17.50,false
20,11,16,0,1,1000,119,11.90,false
20,11,16,1,0,1000,117,11.70,false
20,11,16,1,1,1000,94,9.40,false
20,11,16,2,2,1000,51,5.10,false
20,11,17,0,0,1000,165,16.50,true
20,11,17,0,1,1000,131,13.10,true
20,11,17,1,0,1000,125,12.50,true
20,11,17,1,1,1000,94,9.40,true
20,11,17,2,2,1000,70,7.00,true
20,11,18,0,0,1000,166,16.60,false
20,11,18,0,1,1000,132,13.20,false
20,11,18,1,0,1000,126,12.60,false
20,11,18,1,1,1000,106,10.60,false
20,11,18,2,2,1000,69,6.90,false
20,11,19,0,0,1000,175,17.50,true
20,11,19,0,1,1000,119,11.90,true
20,11,19,1,0,1000,106,10.60,true
20,11,19,1,1,1000,95,9.50,true
20,11,19,2,2,1000,68,6.80,true
20,12,1,0,0,1000,0,0.00,false
20,12,1,0,1,1000,0,0.00,false
20,12,1,1,0,1000,0,0.00,false
20,12,1,1,1,1000,0,0.00,false
20,12,1,2,2,1000,0,0.00,false
20,12,2,0,0,1000,0,0.00,false
20,12,2,0,1,1000,0,0.00,false
20,12,2,1,0,1000,0,0.00,false
20,12,2,1,1,1000,0,0.00,false
20,12,2,2,2,1000,0,0.00,false
20,12,3,0,0,1000,0,0.00,false
20,12,3,0,1,1000,0,0.00,false
20,12,3,1,0,1000,0,0.00,false
20,12,3,1,1,1000,0,0.00,false
20,12,3,2,2,1000,0,0.00,false
20,12,4,0,0,1000,0,0.00,false
20,12,4,0,1,1000,0,0.00,false
20,12,4,1,0,1000,0,0.00,false
20,12,4,1,1,1000,0,0.00,false
20,12,4,2,2,1000,0,0.00,false
20,12,5,0,0,1000,0,0.00,false
20,12,5,0,1,1000,0,0.00,false
20,12,5,1,0,1000,0,0.00,false
20,12,5,1,1,1000,0,0.00,false
20,12,5,2,2,1000,0,0.00,false
20,12,6,0,0,1000,0,0.00,false
20,12,6,0,1,1000,0,0.00,false
20,12,6,1,0,1000,0,0.00,false
20,12,6,1,1,1000,0,0.00,false
20,12,6,2,2,1000,0,0.00,false
20,12,7,0,0,1000,0,0.00,false
20,12,7,0,1,1000,0,0.00,false
20,12,7,1,0,1000,0,0.00,false
20,12,7,1,1,1000,0,0.00,false
20,12,7,2,2,1000,0,0.00,false
20,12,8,0,0,1000,0,0.00,false
20,12,8,0,1,1000,0,0.00,false
20,12,8,1,0,1000,0,0.00,false
20,12,8,1,1,1000,0,0.00,false
20,12,8,2,2,1000,0,0.00,false
20,12,9,0,0,1000,0,0.00,false
20,12,9,0,1,1000,0,0.00,false
20,12,9,1,0,1000,0,0.00,false
20,12,9,1,1,1000,0,0.00,false
20,12,9,2,2,1000,0,0.00,false
20,12,10,0,0,1000,0,0.00,false
20,12,10,0,1,1000,0,0.00,false
20,12,10,1,0,1000,0,0.00,false
20,12,10,1,1,1000,0,0.00,false
20,12,10,2,2,1000,0,0.00,false
20,12,11,0,0,1000,0,0.00,false
20,12,11,0,1,1000,0,0.00,false
20,12,11,1,0,1000,0,0.00,false
20,12,11,1,1,1000,0,0.00,false
20,12,11,2,2,1000,0,0.00,false
20,12,13,0,0,1000,0,0.00,false
20,12,13,0,1,1000,0,0.00,false
20,12,13,1,0,1000,0,0.00,false
20,12,13,1,1,1000,0,0.00,false
20,12,13,2,2,1000,0,0.00,false
20,12,14,0,0,1000,0,0.00,false
20,12,14,0,1,1000,0,0.00,false
20,12,14,1,0,1000,0,0.00,false
20,12,14,1,1,1000,0,0.00,false
20,12,14,2,2,1000,0,0.00,false
20,12,15,0,0,1000,0,0.00,false
20,12,15,0,1,1000,0,0.00,false
20,12,15,1,0,1000,0,0.00,false
20,12,15,1,1,1000,0,0.00,false
20,12,15,2,2,1000,0,0.00,false
20,12,16,0,0,1000,0,0.00,false
20,12,16,0,1,1000,0,0.00,false
20,12,16,1,0,1000,0,0.00,false
20,12,16,1,1,1000,0,0.00,false
20,12,16,2,2,1000,0,0.00,false
20,12,17,0,0,1000,0,0.00,false
20,12,17,0,1,1000,0,0.00,false
20,12,17,1,0,1000,0,0.00,false
20,12,17,1,1,1000,0,0.00,false
20,12,17,2,2,1000,0,0.00,false
20,12,18,0,0,1000,0,0.00,false
20,12,18,0,1,1000,0,0.00,false
20,12,18,1,0,1000,0,0.00,false
20,12,18,1,1,1000,0,0.00,false
20,12,18,2,2,1000,0,0.00,false
20,12,19,0,0,1000,0,0.00,false
20,12,19,0,1,1000,0,0.00,false
20,12,19,1,0,1000,0,0.00,false
20,12,19,1,1,1000,0,0.00,false
20,12,19,2,2,1000,0,0.00,false
20,13,1,0,0,1000,164,16.40,true
20,13,1,0,1,1000,121,12.10,true
20,13,1,1,0,1000,116,11.60,true
20,13,1,1,1,1000,82,8.20,true
20,13,1,2,2,1000,64,6.40,true
20,13,2,0,0,1000,171,17.10,false
20,13,2,0,1,1000,128,12.80,false
20,13,2,1,0,1000,118,11.80,false
20,13,2,1,1,1000,79,7.90,false
20,13,2,2,2,1000,64,6.40,false
20,13,3,0,0,1000,176,17.60,true
20,13,3,0,1,1000,113,11.30,true
20,13,3,1,0,1000,119,11.90,true
20,13,3,1,1,1000,94,9.40,true
20,13,3,2,2,1000,59,5.90,true
20,13,4,0,0,1000,168,16.80,false
20,13,4,0,1,1000,122,12.20,false
20,13,4,1,0,1000,126,12.60,false
20,13,4,1,1,1000,84,8.40,false
20,13,4,2,2,1000,57,5.70,false
20,13,5,0,0,1000,164,16.40,false
20,13,5,0,1,1000,119,11.90,false
20,13,5,1,0,1000,109,10.90,false
20,13,5,1,1,1000,102,10.20,false
20,13,5,2,2,1000,64,6.40,false
20,13,6,0,0,1000,165,16.50,false
20,13,6,0,1,1000,122,12.20,false
20,13,6,1,0,1000,124,12.40,false
20,13,6,1,1,1000,90,9.00,false
20,13,6,2,2,1000,76,7.60,false
20,13,7,0,0,1000,186,18.60,true
20,13,7,0,1,1000,123,12.30,true
20,13,7,1,0,1000,120,12.00,true
20,13,7,1,1,1000,102,10.20,true
20,13,7,2,2,1000,64,6.40,true
20,13,8,0,0,1000,174,17.40,false
20,13,8,0,1,1000,138,13.80,false
20,13,8,1,0,1000,126,12.60,false
20,13,8,1,1,1000,94,9.40,false
20,13,8,2,2,1000,56,5.60,false
20,13,9,0,0,1000,168,16.80,true
20,13,9,0,1,1000,127,12.70,true
20,13,9,1,0,1000,116,11.60,true
20,13,9,1,1,1000,91,9.10,true
20,13,9,2,2,1000,65,6.50,true
20,13,10,0,0,1000,172,17.20,false
20,13,10,0,1,1000,121,12.10,false
20,13,10,1,0,1000,100,10.00,false
20,13,10,1,1,1000,107,10.70,false
20,13,10,2,2,1000,68,6.80,false
20,13,11,0,0,1000,180,18.00,true
20,13,11,0,1,1000,102,10.20,true
20,13,11,1,0,1000,130,13.00,true
20,13,11,1,1,1000,102,10.20,true
20,13,11,2,2,1000,67,6.70,true
20,13,12,0,0,1000,162,16.20,false
20,13,12,0,1,1000,126,12.60,false
20,13,12,1,0,1000,117,11.70,false
20,13,12,1,1,1000,86,8.60,false
20,13,12,2,2,1000,69,6.90,false
20,13,14,0,0,1000,163,16.30,false
20,13,14,0,1,1000,106,10.60,false
20,13,14,1,0,1000,132,13.20,false
20,13,14,1,1,1000,97,9.70,false
20,13,14,2,2,1000,69,6.90,false
20,13,15,0,0,1000,170,17.00,false
20,13,15,0,1,1000,130,13.00,false
20,13,15,1,0,1000,115,11.50,false
20,13,15,1,1,1000,82,8.20,false
20,13,15,2,2,1000,63,6.30,false
20,13,16,0,0,1000,164,16.40,false
20,13,16,0,1,1000,125,12.50,false
20,13,16,1,0,1000,129,12.90,false
20,13,16,1,1,1000,97,9.70,false
20,13,16,2,2,1000,64,6.40,false
20,13,17,0,0,1000,173,17.30,true
20,13,17,0,1,1000,127,12.70,true
20,13,17,1,0,1000,128,12.80,true
20,13,17,1,1,1000,100,10.00,true
20,13,17,2,2,1000,68,6.80,true
20,13,18,0,0,1000,151,15.10,false
20,13,18,0,1,1000,135,13.50,false
20,13,18,1,0,1000,127,12.70,false
20,13,18,1,1,1000,103,10.30,false
20,13,18,2,2,1000,65,6.50,false
20,13,19,0,0,1000,171,17.10,true
20,13,19,0,1,1000,124,12.40,true
20,13,19,1,0,1000,113,11.30,true
20,13,19,1,1,1000,84,8.40,true
20,13,19,2,2,1000,61,6.10,true
20,14,1,0,0,1000,0,0.00,false
20,14,1,0,1,1000,0,0.00,false
20,14,1,1,0,1000,0,0.00,false
20,14,1,1,1,1000,0,0.00,false
20,14,1,2,2,1000,0,0.00,false
20,14,2,0,0,1000,0,0.00,false
20,14,2,0,1,1000,0,0.00,false
20,14,2,1,0,1000,0,0.00,false
20,14,2,1,1,1000,0,0.00,false
20,14,2,2,2,1000,0,0.00,false
20,14,3,0,0,1000,0,0.00,false
20,14,3,0,1,1000,0,0.00,false
20,14,3,1,0,1000,0,0.00,false
20,14,3,1,1,1000,0,0.00,false
20,14,3,2,2,1000,0,0.00,false
20,14,4,0,0,1000,0,0.00,false
20,14,4,0,1,1000,0,0.00,false
20,14,4,1,0,1000,0,0.00,false
20,14,4,1,1,1000,0,0.00,false
20,14,4,2,2,1000,0,0.00,false
20,14,5,0,0,1000,0,0.00,false
20,14,5,0,1,1000,0,0.00,false
20,14,5,1,0,1000,0,0.00,false
20,14,5,1,1,1000,0,0.00,false
20,14,5,2,2,1000,0,0.00,false
20,14,6,0,0,1000,0,0.00,false
20,14,6,0,1,1000,0,0.00,false
20,14,6,1,0,1000,0,0.00,false
20,14,6,1,1,1000,0,0.00,false
20,14,6,2,2,1000,0,0.00,false
20,14,7,0,0,1000,0,0.00,false
20,14,7,0,1,1000,0,0.00,false
20,14,7,1,0,1000,0,0.00,false
20,14,7,1,1,1000,0,0.00,false
20,14,7,2,2,1000,0,0.00,false
20,14,8,0,0,1000,0,0.00,false
20,14,8,0,1,1000,0,0.00,false
20,14,8,1,0,1000,0,0.00,false
20,14,8,1,1,1000,0,0.00,false
20,14,8,2,2,1000,0,0.00,false
20,14,9,0,0,1000,0,0.00,false
20,14,9,0,1,1000,0,0.00,false
20,14,9,1,0,1000,0,0.00,false
20,14,9,1,1,1000,0,0.00,false
20,14,9,2,2,1000,0,0.00,false
20,14,10,0,0,1000,0,0.00,false
20,14,10,0,1,1000,0,0.00,false
20,14,10,1,0,1000,0,0.00,false
20,14,10,1,1,1000,0,0.00,false
20,14,10,2,2,1000,0,0.00,false
20,14,11,0,0,1000,0,0.00,false
20,14,11,0,1,1000,0,0.00,false
20,14,11,1,0,1000,0,0.00,false
20,14,11,1,1,1000,0,0.00,false
20,14,11,2,2,1000,0,0.00,false
20,14,12,0,0,1000,0,0.00,false
20,14,12,0,1,1000,0,0.00,false
20,14,12,1,0,1000,0,0.00,false
20,14,12,1,1,1000,0,0.00,false
20,14,12,2,2,1000,0,0.00,false
20,14,13,0,0,1000,0,0.00,false
20,14,13,0,1,1000,0,0.00,false
20,14,13,1,0,1000,0,0.00,false
20,14,13,1,1,1000,0,0.00,false
20,14,13,2,2,1000,0,0.00,false
20,14,15,0,0,1000,0,0.00,false
20,14,15,0,1,1000,0,0.00,false
20,14,15,1,0,1000,0,0.00,false
20,14,15,1,1,1000,0,0.00,false
20,14,15,2,2,1000,0,0.00,false
20,14,16,0,0,1000,0,0.00,false
20,14,16,0,1,1000,0,0.00,false
20,14,16,1,0,1000,0,0.00,false
20,14,16,1,1,1000,0,0.00,false
20,14,16,2,2,1000,0,0.00,false
20,14,17,0,0,1000,0,0.00,false
20,14,17,0,1,1000,0,0.00,false
20,14,17,1,0,1000,0,0.00,false
20,14,17,1,1,1000,0,0.00,false
20,14,17,2,2,1000,0,0.00,false
20,14,18,0,0,1000,0,0.00,false
20,14,18,0,1,1000,0,0.00,false
20,14,18,1,0,1000,0,0.00,false
20,14,18,1,1,1000,0,0.00,false
20,14,18,2,2,1000,0,0.00,false
20,14,19,0,0,1000,0,0.00,false
20,14,19,0,1,1000,0,0.00,false
20,14,19,1,0,1000,0,0.00,false
20,14,19,1,1,1000,0,0.00,false
20,14,19,2,2,1000,0,0.00,false
20,15,1,0,0,1000,0,0.00,false
20,15,1,0,1,1000,0,0.00,false
20,15,1,1,0,1000,0,0.00,false
20,15,1,1,1,1000,0,0.00,false
20,15,1,2,2,1000,0,0.00,false
20,15,2,0,0,1000,0,0.00,false
20,15,2,0,1,1000,0,0.00,false
20,15,2,1,0,1000,0,0.00,false
20,15,2,1,1,1000,0,0.00,false
20,15,2,2,2,1000,0,0.00,false
20,15,3,0,0,1000,0,0.00,false
20,15,3,0,1,1000,0,0.00,false
20,15,3,1,0,1000,0,0.00,false
20,15,3,1,1,1000,0,0.00,false
20,15,3,2,2,1000,0,0.00,false
20,15,4,0,0,1000,0,0.00,false
20,15,4,0,1,1000,0,0.00,false
20,15,4,1,0,1000,0,0.00,false
20,15,4,1,1,1000,0,0.00,false
20,15,4,2,2,1000,0,0.00,false
20,15,5,0,0,1000,0,0.00,false
20,15,5,0,1,1000,0,0.00,false
20,15,5,1,0,1000,0,0.00,false
20,15,5,1,1,1000,0,0.00,false
20,15,5,2,2,1000,0,0.00,false
20,15,6,0,0,1000,0,0.00,false
20,15,6,0,1,1000,0,0.00,false
20,15,6,1,0,1000,0,0.00,false
20,15,6,1,1,1000,0,0.00,false
20,15,6,2,2,1000,0,0.00,false
20,15,7,0,0,1000,0,0.00,false
20,15,7,0,1,1000,0,0.00,false
20,15,7,1,0,1000,0,0.00,false
20,15,7,1,1,1000,0,0.00,false
20,15,7,2,2,1000,0,0.00,false
20,15,8,0,0,1000,0,0.00,false
20,15,8,0,1,1000,0,0.00,false
20,15,8,1,0,1000,0,0.00,false
20,15,8,1,1,1000,0,0.00,false
20,15,8,2,2,1000,0,0.00,false
20,15,9,0,0,1000,0,0.00,false
20,15,9,0,1,1000,0,0.00,false
20,15,9,1,0,1000,0,0.00,false
20,15,9,1,1,1000,0,0.00,false
20,15,9,2,2,1000,0,0.00,false
20,15,10,0,0,1000,0,0.00,false
20,15,10,0,1,1000,0,0.00,false
20,15,10,1,0,1000,0,0.00,false
20,15,10,1,1,1000,0,0.00,false
20,15,10,2,2,1000,0,0.00,false
20,15,11,0,0,1000,0,0.00,false
20,15,11,0,1,1000,0,0.00,false
20,15,11,1,0,1000,0,0.00,false
20,15,11,1,1,1000,0,0.00,false
20,15,11,2,2,1000,0,0.00,false
20,15,12,0,0,1000,0,0.00,false
20,15,12,0,1,1000,0,0.00,false
20,15,12,1,0,1000,0,0.00,false
20,15,12,1,1,1000,0,0.00,false
20,15,12,2,2,1000,0,0.00,false
20,15,13,0,0,1000,0,0.00,false
20,15,13,0,1,1000,0,0.00,false
20,15,13,1,0,1000,0,0.00,false
20,15,13,1,1,1000,0,0.00,false
20,15,13,2,2,1000,0,0.00,false
20,15,14,0,0,1000,0,0.00,false
20,15,14,0,1,1000,0,0.00,false
20,15,14,1,0,1000,0,0.00,false
20,15,14,1,1,1000,0,0.00,false
20,15,14,2,2,1000,0,0.00,false
20,15,16,0,0,1000,0,0.00,false
20,15,16,0,1,1000,0,0.00,false
20,15,16,1,0,1000,0,0.00,false
20,15,16,1,1,1000,0,0.00,false
20,15,16,2,2,1000,0,0.00,false
20,15,17,0,0,1000,0,0.00,false
20,15,17,0,1,1000,0,0.00,false
20,15,17,1,0,1000,0,0.00,false
20,15,17,1,1,1000,0,0.00,false
20,15,17,2,2,1000,0,0.00,false
20,15,18,0,0,1000,0,0.00,false
20,15,18,0,1,1000,0,0.00,false
20,15,18,1,0,1000,0,0.00,false
20,15,18,1,1,1000,0,0.00,false
20,15,18,2,2,1000,0,0.00,false
20,15,19,0,0,1000,0,0.00,false
20,15,19,0,1,1000,0,0.00,false
20,15,19,1,0,1000,0,0.00,false
20,15,19,1,1,1000,0,0.00,false
20,15,19,2,2,1000,0,0.00,false
20,16,1,0,0,1000,0,0.00,false
20,16,1,0,1,1000,0,0.00,false
20,16,1,1,0,1000,0,0.00,false
20,16,1,1,1,1000,0,0.00,false
20,16,1,2,2,1000,0,0.00,false
20,16,2,0,0,1000,0,0.00,false
20,16,2,0,1,1000,0,0.00,false
20,16,2,1,0,1000,0,0.00,false
20,16,2,1,1,1000,0,0.00,false
20,16,2,2,2,1000,0,0.00,false
20,16,3,0,0,1000,0,0.00,false
20,16,3,0,1,1000,0,0.00,false
20,16,3,1,0,1000,0,0.00,false
20,16,3,1,1,1000,0,0.00,false
20,16,3,2,2,1000,0,0.00,false
20,16,4,0,0,1000,0,0.00,false
20,16,4,0,1,1000,0,0.00,false
20,16,4,1,0,1000,0,0.00,false
20,16,4,1,1,1000,0,0.00,false
20,16,4,2,2,1000,0,0.00,false
20,16,5,0,0,1000,0,0.00,false
20,16,5,0,1,1000,0,0.00,false
20,16,5,1,0,1000,0,0.00,false
20,16,5,1,1,1000,0,0.00,false
20,16,5,2,2,1000,0,0.00,false
20,16,6,0,0,1000,0,0.00,false
20,16,6,0,1,1000,0,0.00,false
20,16,6,1,0,1000,0,0.00,false
20,16,6,1,1,1000,0,0.00,false
20,16,6,2,2,1000,0,0.00,false
20,16,7,0,0,1000,0,0.00,false
20,16,7,0,1,1000,0,0.00,false
20,16,7,1,0,1000,0,0.00,false
20,16,7,1,1,1000,0,0.00,false
20,16,7,2,2,1000,0,0.00,false
20,16,8,0,0,1000,0,0.00,false
20,16,8,0,1,1000,0,0.00,false
20,16,8,1,0,1000,0,0.00,false
20,16,8,1,1,1000,0,0.00,false
20,16,8,2,2,1000,0,0.00,false
20,16,9,0,0,1000,0,0.00,false
20,16,9,0,1,1000,0,0.00,false
20,16,9,1,0,1000,0,0.00,false
20,16,9,1,1,1000,0,0.00,false
20,16,9,2,2,1000,0,0.00,false
20,16,10,0,0,1000,0,0.00,false
20,16,10,0,1,1000,0,0.00,false
20,16,10,1,0,1000,0,0.00,false
20,16,10,1,1,1000,0,0.00,false
20,16,10,2,2,1000,0,0.00,false
20,16,11,0,0,1000,0,0.00,false
20,16,11,0,1,1000,0,0.00,false
20,16,11,1,0,1000,0,0.00,false
20,16,11,1,1,1000,0,0.00,false
20,16,11,2,2,1000,0,0.00,false
20,16,12,0,0,1000,0,0.00,false
20,16,12,0,1,1000,0,0.00,false
20,16,12,1,0,1000,0,0.00,false
20,16,12,1,1,1000,0,0.00,false
20,16,12,2,2,1000,0,0.00,false
20,16,13,0,0,1000,0,0.00,false
20,16,13,0,1,1000,0,0.00,false
20,16,13,1,0,1000,0,0.00,false
20,16,13,1,1,1000,0,0.00,false
20,16,13,2,2,1000,0,0.00,false
20,16,14,0,0,1000,0,0.00,false
20,16,14,0,1,1000,0,0.00,false
20,16,14,1,0,1000,0,0.00,false
20,16,14,1,1,1000,0,0.00,false
20,16,14,2,2,1000,0,0.00,false
20,16,15,0,0,1000,0,0.00,false
20,16,15,0,1,1000,0,0.00,false
20,16,15,1,0,1000,0,0.00,false
20,16,15,1,1,1000,0,0.00,false
20,16,15,2,2,1000,0,0.00,false
20,16,17,0,0,1000,0,0.00,false
20,16,17,0,1,1000,0,0.00,false
20,16,17,1,0,1000,0,0.00,false
20,16,17,1,1,1000,0,0.00,false
20,16,17,2,2,1000,0,0.00,false
20,16,18,0,0,1000,0,0.00,false
20,16,18,0,1,1000,0,0.00,false
20,16,18,1,0,1000,0,0.00,false
20,16,18,1,1,1000,0,0.00,false
20,16,18,2,2,1000,0,0.00,false
20,16,19,0,0,1000,0,0.00,false
20,16,19,0,1,1000,0,0.00,false
20,16,19,1,0,1000,0,0.00,false
20,16,19,1,1,1000,0,0.00,false
20,16,19,2,2,1000,0,0.00,false
20,17,1,0,0,1000,167,16.70,true
20,17,1,0,1,1000,121,12.10,true
20,17,1,1,0,1000,117,11.70,true
20,17,1,1,1,1000,101,10.10,true
20,17,1,2,2,1000,62,6.20,true
20,17,2,0,0,1000,167,16.70,false
20,17,2,0,1,1000,123,12.30,false
20,17,2,1,0,1000,123,12.30,false
20,17,2,1,1,1000,85,8.50,false
20,17,2,2,2,1000,59,5.90,false
20,17,3,0,0,1000,155,15.50,true
20,17,3,0,1,1000,111,11.10,true
20,17,3,1,0,1000,107,10.70,true
20,17,3,1,1,1000,99,9.90,true
20,17,3,2,2,1000,67,6.70,true
20,17,4,0,0,1000,164,16.40,false
20,17,4,0,1,1000,116,11.60,false
20,17,4,1,0,1000,119,11.90,false
20,17,4,1,1,1000,90,9.00,false
20,17,4,2,2,1000,68,6.80,false
20,17,5,0,0,1000,154,15.40,false
20,17,5,0,1,1000,125,12.50,false
20,17,5,1,0,1000,113,11.30,false
20,17,5,1,1,1000,83,8.30,false
20,17,5,2,2,1000,60,6.00,false
20,17,6,0,0,1000,156,15.60,false
20,17,6,0,1,1000,122,12.20,false
20,17,6,1,0,1000,128,12.80,false
20,17,6,1,1,1000,90,9.00,false
20,17,6,2,2,1000,61,6.10,false
20,17,7,0,0,1000,161,16.10,true
20,17,7,0,1,1000,127,12.70,true
20,17,7,1,0,1000,135,13.50,true
20,17,7,1,1,1000,107,10.70,true
20,17,7,2,2,1000,64,6.40,true
20,17,8,0,0,1000,171,17.10,false
20,17,8,0,1,1000,122,12.20,false
20,17,8,1,0,1000,131,13.10,false
20,17,8,1,1,1000,98,9.80,false
20,17,8,2,2,1000,66,6.60,false
20,17,9,0,0,1000,172,17.20,true
20,17,9,0,1,1000,116,11.60,true
20,17,9,1,0,1000,110,11.00,true
20,17,9,1,1,1000,91,9.10,true
